x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.18902587890625,0.7906825542449951,-1.726994156570072e-07,0.20878982543945312,0.6908132433891296,-0.020959042012691498,0.24829918146133423,0.5749732851982117,-0.05108129233121872,0.25290048122406006,0.48115432262420654,-0.07877206802368164,0.23771259188652039,0.40044888854026794,-0.10214266180992126,0.29075631499290466,0.613502562046051,-0.07289545983076096,0.40516695380210876,0.6314358115196228,-0.10588224977254868,0.38289493322372437,0.6427402496337891,-0.11535611748695374,0.3468124270439148,0.6434013247489929,-0.1156252920627594,0.29771628975868225,0.6958236694335938,-0.07775524258613586,0.42366892099380493,0.698466420173645,-0.10521771013736725,0.3938789665699005,0.7000497579574585,-0.10035904496908188,0.3491778075695038,0.70171058177948,-0.09326332807540894,0.306934654712677,0.771690845489502,-0.08218462765216827,0.42297112941741943,0.7626551389694214,-0.09630884975194931,0.39409855008125305,0.7634139060974121,-0.07543947547674179,0.35303598642349243,0.7663229703903198,-0.06003311648964882,0.31660792231559753,0.8378136157989502,-0.08795376121997833,0.41094738245010376,0.8231993913650513,-0.08790064603090286,0.38515380024909973,0.8204132318496704,-0.06661564111709595,0.3468829393386841,0.819293200969696,-0.051759738475084305,thumbs up
0.1844184398651123,0.7633062601089478,-2.1122150428709574e-07,0.21197161078453064,0.6442028880119324,-0.019526543095707893,0.2600307762622833,0.516189455986023,-0.04718177765607834,0.26968806982040405,0.414351224899292,-0.07359646260738373,0.24480915069580078,0.32931938767433167,-0.09499511122703552,0.31692343950271606,0.558706521987915,-0.06160687282681465,0.439841091632843,0.5887521505355835,-0.09447049349546432,0.40245234966278076,0.6023078560829163,-0.10578665137290955,0.3540065586566925,0.5993838906288147,-0.10773879289627075,0.3227385878562927,0.6503485441207886,-0.06818195432424545,0.4481465220451355,0.6610308885574341,-0.0882594957947731,0.40918636322021484,0.6637468934059143,-0.08101087063550949,0.36172592639923096,0.663392961025238,-0.07594295591115952,0.3282357454299927,0.7351992726325989,-0.07551795989274979,0.4409325122833252,0.7308183908462524,-0.08413282036781311,0.40634584426879883,0.7301607728004456,-0.060105372220277786,0.3625982403755188,0.7319656610488892,-0.04528449475765228,0.3325006365776062,0.8083067536354065,-0.08452323079109192,0.42718952894210815,0.7892650365829468,-0.0776563510298729,0.398265540599823,0.785249650478363,-0.05157865211367607,0.3583519756793976,0.7864820957183838,-0.03538912907242775,thumbs up
0.19471785426139832,0.7412403225898743,-2.757488459792512e-07,0.22907754778862,0.6152597665786743,-0.018590427935123444,0.28100261092185974,0.4842575788497925,-0.045798808336257935,0.29252728819847107,0.37241896986961365,-0.07239483296871185,0.2650768458843231,0.2871605455875397,-0.09356871247291565,0.3378653824329376,0.5360209941864014,-0.055142246186733246,0.4589462876319885,0.5683545470237732,-0.08584662526845932,0.41981762647628784,0.5784369111061096,-0.0966702252626419,0.372511088848114,0.5728005170822144,-0.09917980432510376,0.3423970937728882,0.6267508864402771,-0.06219944357872009,0.4618426561355591,0.6398552060127258,-0.07744113355875015,0.4246257245540619,0.6394973993301392,-0.06865538656711578,0.3815385103225708,0.6387985348701477,-0.06441844254732132,0.3469018340110779,0.711154580116272,-0.07042506337165833,0.45680391788482666,0.7082774043083191,-0.0766855776309967,0.4230335056781769,0.7059621214866638,-0.0526200495660305,0.3812980651855469,0.7084422707557678,-0.038872431963682175,0.35096412897109985,0.7854742407798767,-0.0804753229022026,0.44400933384895325,0.7680865526199341,-0.07204324007034302,0.4147503077983856,0.7652959823608398,-0.04532548040151596,0.37607520818710327,0.7694067358970642,-0.029249686747789383,thumbs up
0.20704267919063568,0.7239497303962708,-3.4114927416339924e-07,0.24435319006443024,0.5973772406578064,-0.017076509073376656,0.2961762845516205,0.4648645520210266,-0.04363765940070152,0.30661916732788086,0.3483372926712036,-0.06948777288198471,0.2790525257587433,0.26111385226249695,-0.09027530252933502,0.35762733221054077,0.5179929137229919,-0.05373874679207802,0.4719989597797394,0.5504648089408875,-0.08154847472906113,0.43274644017219543,0.5611624121665955,-0.09086484462022781,0.38897064328193665,0.5535582304000854,-0.0933971181511879,0.36315056681632996,0.6106545925140381,-0.060278698801994324,0.47207510471343994,0.6233229637145996,-0.0707755908370018,0.4366009533405304,0.6259357333183289,-0.060905568301677704,0.3982670307159424,0.6263905167579651,-0.05788248032331467,0.3678548038005829,0.6967608332633972,-0.0675656795501709,0.4697073698043823,0.6936279535293579,-0.0713837668299675,0.43703407049179077,0.6928199529647827,-0.04783356934785843,0.39764317870140076,0.6950801014900208,-0.035739023238420486,0.3720912039279938,0.7715150117874146,-0.07633686810731888,0.45935678482055664,0.7532163858413696,-0.06694187968969345,0.43036043643951416,0.7523335814476013,-0.04043940454721451,0.39410385489463806,0.7565861940383911,-0.025029489770531654,thumbs up
0.21892563998699188,0.7130661010742188,-3.269453259235888e-07,0.25992318987846375,0.5839040279388428,-0.014451161958277225,0.3150201439857483,0.4524519443511963,-0.039258815348148346,0.32714608311653137,0.3368142545223236,-0.06405042856931686,0.29599136114120483,0.25238966941833496,-0.08413593471050262,0.377418577671051,0.5072491765022278,-0.048806872218847275,0.49143898487091064,0.5439274311065674,-0.0748094990849495,0.4519402086734772,0.5536351203918457,-0.08387275785207748,0.40879911184310913,0.5467431545257568,-0.08656306564807892,0.38189956545829773,0.6022519469261169,-0.056833069771528244,0.492432177066803,0.6172902584075928,-0.06632246822118759,0.4565768241882324,0.6174249053001404,-0.05687137693166733,0.416908323764801,0.6176967620849609,-0.0538448728621006,0.38415461778640747,0.6893590688705444,-0.06543277204036713,0.485189825296402,0.6865330934524536,-0.06805022060871124,0.45232030749320984,0.684486448764801,-0.04477240890264511,0.41255635023117065,0.6871436238288879,-0.032722242176532745,0.385323166847229,0.7643815875053406,-0.07540431618690491,0.4730297327041626,0.7479828596115112,-0.0643543154001236,0.4446618854999542,0.7452742457389832,-0.037119749933481216,0.40842685103416443,0.7489635944366455,-0.02136402390897274,thumbs up
0.23503375053405762,0.7044147849082947,-3.3934642829080985e-07,0.2728516459465027,0.5760907530784607,-0.013829497620463371,0.32445386052131653,0.4453255534172058,-0.03803638368844986,0.33697474002838135,0.331925630569458,-0.06220404803752899,0.3120466470718384,0.24639761447906494,-0.08173422515392303,0.3886116147041321,0.5001516938209534,-0.049558188766241074,0.5006225109100342,0.5340664386749268,-0.07455354183912277,0.4622906446456909,0.5417838096618652,-0.08239235728979111,0.42002660036087036,0.5364221334457397,-0.08398659527301788,0.39325597882270813,0.5950185656547546,-0.05729871988296509,0.5032031536102295,0.6056138277053833,-0.06623252481222153,0.4691736698150635,0.6050834655761719,-0.056682273745536804,0.4302343726158142,0.6077835559844971,-0.05339527502655983,0.3968818187713623,0.6816999912261963,-0.06534323841333389,0.49658042192459106,0.6761550903320312,-0.06714865565299988,0.46512535214424133,0.6736289262771606,-0.04465581104159355,0.4262917637825012,0.6774647831916809,-0.03322431445121765,0.4001888632774353,0.7563363313674927,-0.07469266653060913,0.48653745651245117,0.7373716831207275,-0.06410079449415207,0.4593149423599243,0.7334877252578735,-0.03776032477617264,0.4236854612827301,0.7374957203865051,-0.022354114800691605,thumbs up
0.24201862514019012,0.6985657215118408,-3.776628716423147e-07,0.2797722816467285,0.5681665539741516,-0.014820978045463562,0.33418008685112,0.43693357706069946,-0.03899579867720604,0.3524729609489441,0.3246007561683655,-0.06284955143928528,0.33263036608695984,0.2381994128227234,-0.08195028454065323,0.4029114246368408,0.49250391125679016,-0.04908148944377899,0.5127902626991272,0.5285874605178833,-0.07481242716312408,0.47541987895965576,0.5382159352302551,-0.08398444205522537,0.4325040578842163,0.5318235754966736,-0.08659151196479797,0.40796539187431335,0.5873724818229675,-0.05648880451917648,0.5140965580940247,0.6003594994544983,-0.06560798734426498,0.4798881411552429,0.6025480628013611,-0.056699614971876144,0.44100865721702576,0.604202389717102,-0.054109979420900345,0.4109111726284027,0.6750931143760681,-0.06442626565694809,0.5090712308883667,0.6714079976081848,-0.067674919962883,0.47716981172561646,0.6705488562583923,-0.04546099528670311,0.43757620453834534,0.673317015171051,-0.03406684845685959,0.41254478693008423,0.7510677576065063,-0.073665551841259,0.49840715527534485,0.7326145172119141,-0.06522875279188156,0.4706721007823944,0.7306944131851196,-0.039552535861730576,0.43457555770874023,0.7346251010894775,-0.024178223684430122,thumbs up
0.24943216145038605,0.6976600289344788,-3.800405181664246e-07,0.2874119281768799,0.5643517971038818,-0.0143602155148983,0.3421056568622589,0.4321128726005554,-0.03857136890292168,0.36410635709762573,0.31983286142349243,-0.062198299914598465,0.3470706343650818,0.23321756720542908,-0.08095244318246841,0.4122493267059326,0.48898667097091675,-0.0502706877887249,0.5227251052856445,0.5254204869270325,-0.07464724779129028,0.4865983724594116,0.5370479822158813,-0.08260323107242584,0.44382864236831665,0.5308964848518372,-0.08470875024795532,0.4179932177066803,0.5841910243034363,-0.05743739753961563,0.5239460468292236,0.5984753966331482,-0.06454036384820938,0.4909328520298004,0.6036545634269714,-0.054359231144189835,0.4524824619293213,0.6044849157333374,-0.051646970212459564,0.4214176833629608,0.6724110841751099,-0.06485768407583237,0.5190794467926025,0.6697670221328735,-0.06639756262302399,0.4879482388496399,0.6714884638786316,-0.043300479650497437,0.4488123059272766,0.6731759905815125,-0.032212238758802414,0.42323535680770874,0.7489897608757019,-0.07353848218917847,0.5085728168487549,0.7322991490364075,-0.06487151235342026,0.48034411668777466,0.7322476506233215,-0.03892089053988457,0.44416946172714233,0.7347832918167114,-0.023589318618178368,thumbs up
0.257485568523407,0.6964802742004395,-4.086175238171563e-07,0.2972845435142517,0.5620344281196594,-0.01409237738698721,0.35194697976112366,0.4305178225040436,-0.036798782646656036,0.37624502182006836,0.31867122650146484,-0.05917678400874138,0.36108216643333435,0.23289799690246582,-0.07690556347370148,0.42645934224128723,0.49096307158470154,-0.04361781105399132,0.5314722061157227,0.5274266004562378,-0.06702428311109543,0.4971368908882141,0.540259063243866,-0.07630850374698639,0.4549136161804199,0.5340708494186401,-0.07959369570016861,0.43260496854782104,0.5856496095657349,-0.05052800476551056,0.5316064953804016,0.6009556651115417,-0.056237801909446716,0.5002255439758301,0.6084241271018982,-0.04773613438010216,0.4631417989730835,0.609717845916748,-0.046558525413274765,0.4355418086051941,0.6740838289260864,-0.058031633496284485,0.5285334587097168,0.6734203696250916,-0.059302542358636856,0.4989756941795349,0.6766161918640137,-0.03799334540963173,0.46043145656585693,0.6786234378814697,-0.028066275641322136,0.4355681240558624,0.7512097358703613,-0.06681481003761292,0.5176995992660522,0.7347824573516846,-0.05840914696455002,0.49025535583496094,0.7359898090362549,-0.033294204622507095,0.4550018906593323,0.7393361330032349,-0.01830378733575344,thumbs up
0.26636821031570435,0.7019167542457581,-4.0510548160455073e-07,0.3087596297264099,0.5635946393013,-0.012554606422781944,0.3650737702846527,0.43395116925239563,-0.03504052385687828,0.3903658390045166,0.32221677899360657,-0.05751625820994377,0.37168964743614197,0.2359023094177246,-0.07567653805017471,0.44215118885040283,0.5007103681564331,-0.040485188364982605,0.5441739559173584,0.5375645160675049,-0.06254911422729492,0.5096158385276794,0.5479592084884644,-0.07162274420261383,0.4677776098251343,0.5412527918815613,-0.07495182752609253,0.44772782921791077,0.5968677401542664,-0.047658856958150864,0.5443729758262634,0.6102491021156311,-0.05174635350704193,0.5137039422988892,0.6138573884963989,-0.04324929416179657,0.47592389583587646,0.6157309412956238,-0.042018432170152664,0.44897687435150146,0.6851294040679932,-0.05524487420916557,0.5383037328720093,0.681536078453064,-0.0538533478975296,0.510398805141449,0.6822574138641357,-0.033115748316049576,0.4722457826137543,0.6848506927490234,-0.02395903877913952,0.447366327047348,0.7613536715507507,-0.06409711390733719,0.5258163213729858,0.7433807849884033,-0.05353252589702606,0.5005343556404114,0.7422101497650146,-0.028406726196408272,0.46668270230293274,0.7453919053077698,-0.013577044010162354,thumbs up
